column,inferred_dtype
3720-1.0,Int64
3720-2.0,Int64
3731-0.0,Int64
3731-1.0,Int64
3731-2.0,Int64
3741-0.0,Int64
3741-1.0,Int64
3741-2.0,Int64
3751-0.0,Int64
3751-1.0,Int64
3751-2.0,Int64
3761-0.0,Int64
3761-1.0,Int64
3761-2.0,Int64
3773-0.0,Int64
3773-1.0,Int64
3773-2.0,Int64
3786-0.0,Int64
3786-1.0,Int64
3786-2.0,Int64
3799-0.0,Int64
3799-1.0,Int64
3799-2.0,Int64
3809-0.0,Int64
3809-1.0,Int64
3809-2.0,Int64
3829-0.0,Int64
3829-1.0,Int64
3829-2.0,Int64
3839-0.0,Int64
3839-1.0,Int64
3839-2.0,Int64
3849-0.0,Int64
3849-1.0,Int64
3849-2.0,Int64
3859-0.0,Int64
3859-1.0,Int64
3859-2.0,Int64
3872-0.0,Int64
3872-1.0,Int64
3872-2.0,Int64
3882-0.0,Int64
3882-1.0,Int64
3882-2.0,Int64
3894-0.0,Int64
3894-1.0,Int64
3894-2.0,Int64
3912-0.0,Int64
3912-1.0,Int64
3912-2.0,Int64
3942-0.0,Int64
3942-1.0,Int64
3942-2.0,Int64
3972-0.0,Int64
3972-1.0,Int64
3972-2.0,Int64
3982-0.0,Int64
3982-1.0,Int64
3982-2.0,Int64
3992-0.0,Int64
3992-1.0,Int64
3992-2.0,Int64
4012-0.0,Int64
4012-1.0,Int64
4012-2.0,Int64
4022-0.0,Int64
4022-1.0,Int64
4022-2.0,Int64
4041-0.0,Int64
4041-1.0,Int64
4041-2.0,Int64
4056-0.0,Int64
4056-1.0,Int64
4056-2.0,Int64
4067-0.0,Int64
4067-1.0,Int64
4067-2.0,Int64
4079-0.0,Int64
4079-0.1,Int64
4079-1.0,Int64
4079-1.1,Int64
4079-2.0,Int64
4079-2.1,Int64
4080-0.0,Int64
4080-0.1,Int64
4080-1.0,Int64
4080-1.1,Int64
4080-2.0,Int64
4080-2.1,Int64
4081-0.0,Int64
4081-0.1,Int64
4081-1.0,Int64
4081-1.1,Int64
4081-2.0,Int64
4081-2.1,Int64
4092-0.0,Int64
4092-1.0,Int64
4092-2.0,Int64
4093-0.0,Int64
4093-1.0,Int64
4093-2.0,Int64
4095-0.0,Int64
4095-1.0,Int64
4095-2.0,Int64
4096-0.0,Int64
4096-1.0,Int64
4096-2.0,Int64
4100-0.0,Float64
4100-1.0,Float64
4100-2.0,Float64
4101-0.0,Float64
4101-1.0,Float64
4101-2.0,Float64
4103-0.0,Float64
4103-1.0,Float64
4103-2.0,Float64
4104-0.0,Float64
4104-1.0,Float64
4104-2.0,Float64
4105-0.0,Float64
4105-1.0,Float64
4105-2.0,Float64
4106-0.0,Float64
4106-1.0,Float64
4106-2.0,Float64
4119-0.0,Float64
4119-1.0,Float64
4119-2.0,Float64
4120-0.0,Float64
4120-1.0,Float64
4120-2.0,Float64
4122-0.0,Float64
4122-1.0,Float64
4122-2.0,Float64
4123-0.0,Float64
4123-1.0,Float64
4123-2.0,Float64
4124-0.0,Float64
4124-1.0,Float64
4124-2.0,Float64
4125-0.0,Float64
4125-1.0,Float64
4125-2.0,Float64
4136-0.0,Int64
4136-1.0,Int64
4136-2.0,Int64
4138-0.0,Float64
4138-1.0,Float64
4138-2.0,Float64
4139-0.0,Float64
4139-1.0,Float64
4139-2.0,Float64
4140-0.0,Float64
4140-1.0,Float64
4140-2.0,Float64
4141-0.0,Float64
4141-1.0,Float64
4141-2.0,Float64
4142-0.0,Float64
4142-1.0,Float64
4142-2.0,Float64
4143-0.0,Float64
4143-1.0,Float64
4143-2.0,Float64
4144-0.0,Float64
4144-1.0,Float64
4144-2.0,Float64
4145-0.0,Float64
4145-1.0,Float64
4145-2.0,Float64
4146-0.0,Float64
4146-1.0,Float64
4146-2.0,Float64
4147-0.0,Float64
4147-1.0,Float64
4147-2.0,Float64
4186-0.0,Int64
4186-1.0,Int64
4186-2.0,Int64
4194-0.0,Int64
4194-1.0,Int64
4194-2.0,Int64
4195-0.0,Int64
4195-1.0,Int64
4195-2.0,Int64
4196-0.0,Int64
4196-1.0,Int64
4196-2.0,Int64
4198-0.0,Int64
4198-1.0,Int64
4198-2.0,Int64
4199-0.0,Int64
4199-1.0,Int64
4199-2.0,Int64
4200-0.0,Int64
4200-1.0,Int64
4200-2.0,Int64
4204-0.0,Int64
4204-1.0,Int64
4204-2.0,Int64
4205-0.0,string
4205-1.0,string
4205-2.0,string
4206-0.0,Int64
4206-1.0,Int64
4206-2.0,Int64
4207-0.0,Float64
4207-1.0,Int64
4207-2.0,Int64
4229-0.1,Int64
4229-0.2,Int64
4229-0.3,Int64
4229-0.4,Int64
4229-0.5,Int64
4229-0.6,Int64
4229-0.7,Int64
4229-0.8,Int64
4229-0.9,Int64
4229-0.10,Int64
4229-0.11,Int64
4229-0.12,Int64
4229-0.13,Int64
4229-0.14,Int64
4229-0.15,Int64
4229-1.1,Int64
4229-1.2,Int64
4229-1.3,Int64
4229-1.4,Int64
4229-1.5,Int64
4229-1.6,Int64
4229-1.7,Int64
4229-1.8,Int64
4229-1.9,Int64
4229-1.10,Int64
4229-1.11,Int64
4229-1.12,Int64
4229-1.13,Int64
4229-1.14,Int64
4229-1.15,Int64
4229-2.1,Int64
4229-2.2,Int64
4229-2.3,Int64
4229-2.4,Int64
4229-2.5,Int64
4229-2.6,Int64
4229-2.7,Int64
4229-2.8,Int64
4229-2.9,Int64
4229-2.10,Int64
4229-2.11,Int64
4229-2.12,Int64
4229-2.13,Int64
4229-2.14,Int64
4229-2.15,Int64
4230-0.1,Int64
4230-0.2,Int64
4230-0.3,Int64
4230-0.4,Int64
4230-0.5,Int64
4230-0.6,Int64
4230-0.7,Int64
4230-0.8,Int64
4230-0.9,Int64
4230-0.10,Int64
4230-0.11,Int64
4230-0.12,Int64
4230-0.13,Int64
4230-0.14,Int64
4230-0.15,Int64
4230-1.1,Int64
4230-1.2,Int64
4230-1.3,Int64
4230-1.4,Int64
4230-1.5,Int64
4230-1.6,Int64
4230-1.7,Int64
4230-1.8,Int64
4230-1.9,Int64
4230-1.10,Int64
4230-1.11,Int64
4230-1.12,Int64
4230-1.13,Int64
4230-1.14,Int64
4230-1.15,Int64
4230-2.1,Int64
4230-2.2,Int64
4230-2.3,Int64
4230-2.4,Int64
4230-2.5,Int64
4230-2.6,Int64
4230-2.7,Int64
4230-2.8,Int64
4230-2.9,Int64
4230-2.10,Int64
4230-2.11,Int64
4230-2.12,Int64
4230-2.13,Int64
4230-2.14,Int64
4230-2.15,Int64
4232-0.1,Int64
4232-0.2,Int64
4232-0.3,Int64
4232-0.4,Int64
4232-0.5,Int64
4232-0.6,Int64
4232-0.7,Int64
4232-0.8,Int64
4232-0.9,Int64
4232-0.10,Int64
4232-0.11,Int64
4232-0.12,Int64
4232-0.13,Int64
4232-0.14,Int64
4232-0.15,Int64
4232-1.1,Int64
4232-1.2,Int64
4232-1.3,Int64
4232-1.4,Int64
4232-1.5,Int64
4232-1.6,Int64
4232-1.7,Int64
4232-1.8,Int64
4232-1.9,Int64
4232-1.10,Int64
4232-1.11,Int64
4232-1.12,Int64
4232-1.13,Int64
4232-1.14,Int64
4232-1.15,Int64
4232-2.1,Int64
4232-2.2,Int64
4232-2.3,Int64
4232-2.4,Int64
4232-2.5,Int64
4232-2.6,Int64
4232-2.7,Int64
4232-2.8,Int64
4232-2.9,Int64
4232-2.10,Int64
4232-2.11,Int64
4232-2.12,Int64
4232-2.13,Int64
4232-2.14,Int64
4232-2.15,Int64
4233-0.1,Int64
4233-0.2,Int64
4233-0.3,Int64
4233-0.4,Int64
4233-0.5,Int64
4233-0.6,Int64
4233-0.7,Int64
4233-0.8,Int64
4233-0.9,Int64
4233-0.10,Float64
4233-0.11,Float64
4233-0.12,Float64
4233-0.13,Float64
4233-0.14,Float64
4233-0.15,Float64
4233-1.1,Int64
4233-1.2,Int64
4233-1.3,Int64
4233-1.4,Int64
4233-1.5,Int64
4233-1.6,Int64
4233-1.7,Int64
4233-1.8,Int64
4233-1.9,Int64
4233-1.10,Float64
4233-1.11,Int64
4233-1.12,Float64
4233-1.13,Float64
4233-1.14,Float64
4233-1.15,Float64
4233-2.1,Int64
4233-2.2,Int64
4233-2.3,Int64
4233-2.4,Int64
4233-2.5,Int64
4233-2.6,Int64
4233-2.7,Int64
4233-2.8,Int64
4233-2.9,Int64
4233-2.10,Float64
4233-2.11,Int64
4233-2.12,Float64
4233-2.13,Float64
4233-2.14,Float64
4233-2.15,Float64
4234-0.1,Int64
4234-0.2,Int64
4234-0.3,Int64
4234-0.4,Int64
4234-0.5,Int64
4234-0.6,Int64
4234-0.7,Int64
4234-0.8,Int64
4234-0.9,Int64
4234-0.10,Int64
4234-0.11,Int64
4234-0.12,Int64
4234-0.13,Int64
4234-0.14,Int64
4234-0.15,Int64
4234-1.1,Int64
4234-1.2,Int64
4234-1.3,Int64
4234-1.4,Int64
4234-1.5,Int64
4234-1.6,Int64
4234-1.7,Int64
4234-1.8,Int64
4234-1.9,Int64
4234-1.10,Int64
4234-1.11,Int64
4234-1.12,Int64
4234-1.13,Int64
4234-1.14,Int64
4234-1.15,Int64
4234-2.1,Int64
4234-2.2,Int64
4234-2.3,Int64
4234-2.4,Int64
4234-2.5,Int64
4234-2.6,Int64
4234-2.7,Int64
4234-2.8,Int64
4234-2.9,Int64
4234-2.10,Int64
4234-2.11,Int64
4234-2.12,Int64
4234-2.13,Int64
4234-2.14,Int64
4234-2.15,Int64
4235-0.1,Int64
4235-0.2,Int64
4235-0.3,Int64
4235-0.4,Int64
4235-0.5,Int64
4235-0.6,Int64
4235-0.7,Int64
4235-0.8,Int64
4235-0.9,Int64
4235-0.10,Int64
4235-0.11,Int64
4235-0.12,Int64
4235-0.13,Int64
4235-0.14,Int64
4235-0.15,Int64
4235-1.1,Int64
4235-1.2,Int64
4235-1.3,Int64
4235-1.4,Int64
4235-1.5,Int64
4235-1.6,Int64
4235-1.7,Int64
4235-1.8,Int64
4235-1.9,Int64
4235-1.10,Int64
4235-1.11,Int64
4235-1.12,Int64
4235-1.13,Int64
4235-1.14,Int64
4235-1.15,Int64
4235-2.1,Int64
4235-2.2,Int64
4235-2.3,Int64
4235-2.4,Int64
4235-2.5,Int64
4235-2.6,Int64
4235-2.7,Int64
4235-2.8,Int64
4235-2.9,Int64
4235-2.10,Int64
4235-2.11,Int64
4235-2.12,Int64
4235-2.13,Int64
4235-2.14,Int64
4235-2.15,Int64
4236-0.1,Int64
4236-0.2,Int64
4236-0.3,Int64
4236-0.4,Int64
4236-0.5,Int64
4236-0.6,Int64
4236-0.7,Int64
4236-0.8,Int64
4236-0.9,Int64
4236-0.10,Int64
4236-0.11,Int64
4236-0.12,Int64
4236-0.13,Int64
4236-0.14,Int64
4236-0.15,Int64
4236-1.1,Int64
4236-1.2,Int64
4236-1.3,Int64
4236-1.4,Int64
4236-1.5,Int64
4236-1.6,Int64
4236-1.7,Int64
4236-1.8,Int64
4236-1.9,Int64
4236-1.10,Int64
4236-1.11,Int64
4236-1.12,Int64
4236-1.13,Int64
4236-1.14,Int64
4236-1.15,Int64
4236-2.1,Int64
4236-2.2,Int64
4236-2.3,Int64
4236-2.4,Int64
4236-2.5,Int64
4236-2.6,Int64
4236-2.7,Int64
4236-2.8,Int64
4236-2.9,Int64
4236-2.10,Int64
4236-2.11,Int64
4236-2.12,Int64
4236-2.13,Int64
4236-2.14,Int64
4236-2.15,Int64
4237-0.1,Int64
4237-0.2,Int64
4237-0.3,Int64
4237-0.4,Int64
4237-0.5,Int64
4237-0.6,Int64
4237-0.7,Int64
4237-0.8,Int64
4237-0.9,Int64
4237-0.10,Int64
4237-0.11,Int64
4237-0.12,Int64
4237-0.13,Int64
4237-0.14,Int64
4237-0.15,Int64
4237-1.1,Int64
4237-1.2,Int64
4237-1.3,Int64
4237-1.4,Int64
4237-1.5,Int64
4237-1.6,Int64
4237-1.7,Int64
4237-1.8,Int64
4237-1.9,Int64
4237-1.10,Int64
4237-1.11,Int64
4237-1.12,Int64
4237-1.13,Int64
4237-1.14,Int64
4237-1.15,Int64
4237-2.1,Int64
4237-2.2,Int64
4237-2.3,Int64
4237-2.4,Int64
4237-2.5,Int64
4237-2.6,Int64
4237-2.7,Int64
4237-2.8,Int64
4237-2.9,Int64
4237-2.10,Int64
4237-2.11,Int64
4237-2.12,Int64
4237-2.13,Int64
4237-2.14,Int64
4237-2.15,Int64
4238-0.1,string
4238-0.2,string
4238-0.3,string
4238-0.4,string
4238-0.5,string
4238-0.6,string
4238-0.7,string
4238-0.8,string
4238-0.9,string
4238-0.10,string
4238-0.11,string
4238-0.12,string
4238-0.13,string
4238-0.14,string
4238-0.15,string
4238-1.1,string
4238-1.2,string
4238-1.3,string
4238-1.4,string
4238-1.5,string
4238-1.6,string
4238-1.7,string
4238-1.8,string
4238-1.9,string
4238-1.10,string
4238-1.11,string
4238-1.12,string
4238-1.13,string
4238-1.14,string
4238-1.15,string
4238-2.1,string
4238-2.2,string
4238-2.3,string
4238-2.4,string
4238-2.5,string
4238-2.6,string
4238-2.7,string
4238-2.8,string
4238-2.9,string
4238-2.10,string
4238-2.11,string
4238-2.12,string
4238-2.13,string
4238-2.14,string
4238-2.15,string
4239-0.1,Int64
4239-0.2,Int64
4239-0.3,Int64
4239-0.4,Int64
4239-0.5,Int64
4239-0.6,Int64
4239-0.7,Int64
4239-0.8,Int64
4239-0.9,Int64
4239-0.10,Int64
4239-0.11,Int64
4239-0.12,Int64
4239-0.13,Int64
4239-0.14,Int64
4239-0.15,Int64
4239-1.1,Int64
4239-1.2,Int64
4239-1.3,Int64
4239-1.4,Int64
4239-1.5,Int64
4239-1.6,Int64
4239-1.7,Int64
4239-1.8,Int64
4239-1.9,Int64
4239-1.10,Int64
4239-1.11,Int64
4239-1.12,Int64
4239-1.13,Int64
4239-1.14,Int64
4239-1.15,Int64
4239-2.1,Int64
4239-2.2,Int64
4239-2.3,Int64
4239-2.4,Int64
4239-2.5,Int64
4239-2.6,Int64
4239-2.7,Int64
4239-2.8,Int64
4239-2.9,Int64
4239-2.10,Int64
4239-2.11,Int64
4239-2.12,Int64
4239-2.13,Int64
4239-2.14,Int64
4239-2.15,Int64
4240-0.1,Int64
4240-0.2,Int64
4240-0.3,Int64
4240-0.4,Int64
4240-0.5,Int64
4240-0.6,Int64
4240-0.7,Int64
4240-0.8,Int64
4240-0.9,Int64
4240-0.10,Int64
4240-0.11,Int64
4240-0.12,Int64
4240-0.13,Int64
4240-0.14,Int64
4240-0.15,Int64
4240-1.1,Int64
4240-1.2,Int64
4240-1.3,Int64
4240-1.4,Int64
4240-1.5,Int64
4240-1.6,Int64
4240-1.7,Int64
4240-1.8,Int64
4240-1.9,Int64
4240-1.10,Int64
4240-1.11,Int64
4240-1.12,Int64
4240-1.13,Int64
4240-1.14,Int64
4240-1.15,Int64
4240-2.1,Int64
4240-2.2,Int64
4240-2.3,Int64
4240-2.4,Int64
4240-2.5,Int64
4240-2.6,Int64
4240-2.7,Int64
4240-2.8,Int64
4240-2.9,Int64
4240-2.10,Int64
4240-2.11,Int64
4240-2.12,Int64
4240-2.13,Int64
4240-2.14,Int64
4240-2.15,Int64
4241-0.1,Int64
4241-0.2,Int64
4241-0.3,Int64
4241-0.4,Int64
4241-0.5,Int64
4241-0.6,Int64
4241-0.7,Int64
4241-0.8,Int64
4241-0.9,Int64
4241-0.10,Int64
4241-0.11,Int64
4241-0.12,Int64
4241-0.13,Int64
4241-0.14,Int64
4241-0.15,Int64
4241-1.1,Int64
4241-1.2,Int64
4241-1.3,Int64
4241-1.4,Int64
4241-1.5,Int64
4241-1.6,Int64
4241-1.7,Int64
4241-1.8,Int64
4241-1.9,Int64
4241-1.10,Int64
4241-1.11,Int64
4241-1.12,Int64
4241-1.13,Int64
4241-1.14,Int64
4241-1.15,Int64
4241-2.1,Int64
4241-2.2,Int64
4241-2.3,Int64
4241-2.4,Int64
4241-2.5,Int64
4241-2.6,Int64
4241-2.7,Int64
4241-2.8,Int64
4241-2.9,Int64
4241-2.10,Int64
4241-2.11,Int64
4241-2.12,Int64
4241-2.13,Int64
4241-2.14,Int64
4241-2.15,Int64
4242-0.1,Int64
4242-0.2,Int64
4242-0.3,Int64
4242-0.4,Int64
4242-0.5,Int64
4242-0.6,Int64
4242-0.7,Int64
4242-0.8,Int64
4242-0.9,Int64
4242-0.10,Int64
4242-0.11,Int64
4242-0.12,Int64
4242-0.13,Int64
4242-0.14,Int64
4242-0.15,Int64
4242-1.1,Int64
4242-1.2,Int64
4242-1.3,Int64
4242-1.4,Int64
4242-1.5,Int64
4242-1.6,Int64
4242-1.7,Int64
4242-1.8,Int64
4242-1.9,Int64
4242-1.10,Int64
4242-1.11,Int64
4242-1.12,Int64
4242-1.13,Int64
4242-1.14,Int64
4242-1.15,Int64
4242-2.1,Int64
4242-2.2,Int64
4242-2.3,Int64
4242-2.4,Int64
4242-2.5,Int64
4242-2.6,Int64
4242-2.7,Int64
4242-2.8,Int64
4242-2.9,Int64
4242-2.10,Int64
4242-2.11,Int64
4242-2.12,Int64
4242-2.13,Int64
4242-2.14,Int64
4242-2.15,Int64
4243-0.1,Int64
4243-0.2,Int64
4243-0.3,Int64
4243-0.4,Int64
4243-0.5,Int64
4243-0.6,Int64
4243-0.7,Int64
4243-0.8,Int64
4243-0.9,Int64
4243-0.10,Int64
4243-0.11,Int64
4243-0.12,Int64
4243-0.13,Int64
4243-0.14,Int64
4243-0.15,Int64
4243-1.1,Int64
4243-1.2,Int64
4243-1.3,Int64
4243-1.4,Int64
4243-1.5,Int64
4243-1.6,Int64
4243-1.7,Int64
4243-1.8,Int64
4243-1.9,Int64
4243-1.10,Int64
4243-1.11,Int64
4243-1.12,Int64
4243-1.13,Int64
4243-1.14,Int64
4243-1.15,Int64
4243-2.1,Int64
4243-2.2,Int64
4243-2.3,Int64
4243-2.4,Int64
4243-2.5,Int64
4243-2.6,Int64
4243-2.7,Int64
4243-2.8,Int64
4243-2.9,Int64
4243-2.10,Int64
4243-2.11,Int64
4243-2.12,Int64
4243-2.13,Int64
4243-2.14,Int64
4243-2.15,Int64
4244-0.1,Int64
4244-0.2,Int64
4244-0.3,Int64
4244-0.4,Int64
4244-0.5,Int64
4244-0.6,Int64
4244-0.7,Int64
4244-0.8,Int64
4244-0.9,Int64
4244-0.10,Float64
4244-0.11,Float64
4244-0.12,Float64
4244-0.13,Float64
4244-0.14,Float64
4244-0.15,Float64
4244-1.1,Int64
4244-1.2,Int64
4244-1.3,Int64
4244-1.4,Int64
4244-1.5,Int64
4244-1.6,Int64
4244-1.7,Int64
4244-1.8,Int64
4244-1.9,Int64
4244-1.10,Float64
4244-1.11,Float64
4244-1.12,Float64
4244-1.13,Float64
4244-1.14,Float64
4244-1.15,Float64
4244-2.1,Int64
4244-2.2,Int64
4244-2.3,Int64
4244-2.4,Int64
4244-2.5,Int64
4244-2.6,Int64
4244-2.7,Int64
4244-2.8,Int64
4244-2.9,Int64
4244-2.10,Float64
4244-2.11,Float64
4244-2.12,Float64
4244-2.13,Float64
4244-2.14,Float64
4244-2.15,Float64
4245-0.1,Int64
4245-0.2,Int64
4245-0.3,Int64
4245-0.4,Int64
4245-0.5,Int64
4245-0.6,Int64
4245-0.7,Int64
4245-0.8,Int64
4245-0.9,Int64
4245-0.10,Int64
4245-0.11,Int64
4245-0.12,Int64
4245-0.13,Int64
4245-0.14,Int64
4245-0.15,Int64
4245-1.1,Int64
4245-1.2,Int64
4245-1.3,Int64
4245-1.4,Int64
4245-1.5,Int64
4245-1.6,Int64
4245-1.7,Int64
4245-1.8,Int64
4245-1.9,Int64
4245-1.10,Int64
4245-1.11,Int64
4245-1.12,Int64
4245-1.13,Int64
4245-1.14,Int64
4245-1.15,Int64
4245-2.1,Int64
4245-2.2,Int64
4245-2.3,Int64
4245-2.4,Int64
4245-2.5,Int64
4245-2.6,Int64
4245-2.7,Int64
4245-2.8,Int64
4245-2.9,Int64
4245-2.10,Int64
4245-2.11,Int64
4245-2.12,Int64
4245-2.13,Int64
4245-2.14,Int64
4245-2.15,Int64
4246-0.1,Int64
4246-0.2,Int64
4246-0.3,Int64
4246-0.4,Int64
4246-0.5,Int64
4246-0.6,Int64
4246-0.7,Int64
4246-0.8,Int64
4246-0.9,Int64
4246-0.10,Int64
4246-0.11,Int64
4246-0.12,Int64
4246-0.13,Int64
4246-0.14,Int64
4246-0.15,Int64
4246-1.1,Int64
4246-1.2,Int64
4246-1.3,Int64
4246-1.4,Int64
4246-1.5,Int64
4246-1.6,Int64
4246-1.7,Int64
4246-1.8,Int64
4246-1.9,Int64
4246-1.10,Int64
4246-1.11,Int64
4246-1.12,Int64
4246-1.13,Int64
4246-1.14,Int64
4246-1.15,Int64
4246-2.1,Int64
4246-2.2,Int64
4246-2.3,Int64
4246-2.4,Int64
4246-2.5,Int64
4246-2.6,Int64
4246-2.7,Int64
4246-2.8,Int64
4246-2.9,Int64
4246-2.10,Int64
4246-2.11,Int64
4246-2.12,Int64
4246-2.13,Int64
4246-2.14,Int64
4246-2.15,Int64
4247-0.1,Int64
4247-0.2,Int64
4247-0.3,Int64
4247-0.4,Int64
4247-0.5,Int64
4247-0.6,Int64
4247-0.7,Int64
4247-0.8,Int64
4247-0.9,Int64
4247-0.10,Int64
4247-0.11,Int64
4247-0.12,Int64
4247-0.13,Int64
4247-0.14,Int64
4247-0.15,Int64
4247-1.1,Int64
4247-1.2,Int64
4247-1.3,Int64
4247-1.4,Int64
4247-1.5,Int64
4247-1.6,Int64
4247-1.7,Int64
4247-1.8,Int64
4247-1.9,Int64
4247-1.10,Int64
4247-1.11,Int64
4247-1.12,Int64
4247-1.13,Int64
4247-1.14,Int64
4247-1.15,Int64
4247-2.1,Int64
4247-2.2,Int64
4247-2.3,Int64
4247-2.4,Int64
4247-2.5,Int64
4247-2.6,Int64
4247-2.7,Int64
4247-2.8,Int64
4247-2.9,Int64
4247-2.10,Int64
4247-2.11,Int64
4247-2.12,Int64
4247-2.13,Int64
4247-2.14,Int64
4247-2.15,Int64
4248-0.1,string
4248-0.2,string
4248-0.3,string
4248-0.4,string
4248-0.5,string
4248-0.6,string
4248-0.7,string
4248-0.8,string
4248-0.9,string
4248-0.10,string
4248-0.11,string
4248-0.12,string
4248-0.13,string
4248-0.14,string
4248-0.15,string
4248-1.1,string
4248-1.2,string
4248-1.3,string
4248-1.4,string
4248-1.5,string
4248-1.6,string
4248-1.7,string
4248-1.8,string
4248-1.9,string
4248-1.10,string
4248-1.11,string
4248-1.12,string
4248-1.13,string
4248-1.14,string
4248-1.15,string
4248-2.1,string
4248-2.2,string
4248-2.3,string
4248-2.4,string
4248-2.5,string
4248-2.6,string
4248-2.7,string
4248-2.8,string
4248-2.9,string
4248-2.10,string
4248-2.11,string
4248-2.12,string
4248-2.13,string
4248-2.14,string
4248-2.15,string
4249-0.1,Int64
4249-0.2,Int64
4249-0.3,Int64
4249-0.4,Int64
4249-0.5,Int64
4249-0.6,Int64
4249-0.7,Int64
4249-0.8,Int64
4249-0.9,Int64
4249-0.10,Int64
4249-0.11,Int64
4249-0.12,Int64
4249-0.13,Int64
4249-0.14,Int64
4249-0.15,Int64
4249-1.1,Int64
4249-1.2,Int64
4249-1.3,Int64
4249-1.4,Int64
4249-1.5,Int64
4249-1.6,Int64
4249-1.7,Int64
4249-1.8,Int64
4249-1.9,Int64
4249-1.10,Int64
4249-1.11,Int64
4249-1.12,Int64
4249-1.13,Int64
4249-1.14,Int64
4249-1.15,Int64
4249-2.1,Int64
4249-2.2,Int64
4249-2.3,Int64
4249-2.4,Int64
4249-2.5,Int64
4249-2.6,Int64
4249-2.7,Int64
4249-2.8,Int64
4249-2.9,Int64
4249-2.10,Int64
4249-2.11,Int64
4249-2.12,Int64
4249-2.13,Int64
4249-2.14,Int64
4249-2.15,Int64
4250-0.0,Int64
4250-0.1,Int64
4250-0.2,Int64
4250-0.3,Int64
4250-0.4,Int64
4250-0.5,Int64
4250-0.6,Int64
4250-0.7,Int64
4250-0.8,Int64
4250-0.9,Int64
4250-0.10,Int64
4250-0.11,Int64
4250-0.12,Int64
4250-0.13,Int64
4250-0.14,Int64
4250-0.15,Int64
4250-1.0,Int64
4250-1.1,Int64
4250-1.2,Int64
4250-1.3,Int64
4250-1.4,Int64
4250-1.5,Int64
4250-1.6,Int64
4250-1.7,Int64
4250-1.8,Int64
4250-1.9,Int64
4250-1.10,Int64
4250-1.11,Int64
4250-1.12,Int64
4250-1.13,Int64
4250-1.14,Int64
4250-1.15,Int64
4250-2.0,Int64
4250-2.1,Int64
4250-2.2,Int64
4250-2.3,Int64
4250-2.4,Int64
4250-2.5,Int64
4250-2.6,Int64
4250-2.7,Int64
4250-2.8,Int64
4250-2.9,Int64
4250-2.10,Int64
4250-2.11,Int64
4250-2.12,Int64
4250-2.13,Int64
4250-2.14,Int64
4250-2.15,Int64
4251-0.0,Int64
4251-0.1,Int64
4251-0.2,Int64
4251-0.3,Int64
4251-0.4,Int64
4251-0.5,Int64
4251-0.6,Int64
4251-0.7,Int64
4251-0.8,Int64
4251-0.9,Int64
4251-0.10,Int64
4251-0.11,Int64
4251-0.12,Int64
4251-0.13,Int64
4251-0.14,Int64
4251-0.15,Int64
4251-1.0,Int64
4251-1.1,Int64
4251-1.2,Int64
4251-1.3,Int64
4251-1.4,Int64
4251-1.5,Int64
4251-1.6,Int64
4251-1.7,Int64
4251-1.8,Int64
4251-1.9,Int64
4251-1.10,Int64
4251-1.11,Int64
4251-1.12,Int64
4251-1.13,Int64
4251-1.14,Int64
4251-1.15,Int64
4251-2.0,Int64
4251-2.1,Int64
4251-2.2,Int64
4251-2.3,Int64
4251-2.4,Int64
4251-2.5,Int64
4251-2.6,Int64
4251-2.7,Int64
4251-2.8,Int64
4251-2.9,Int64
4251-2.10,Int64
4251-2.11,Int64
4251-2.12,Int64
4251-2.13,Int64
4251-2.14,Int64
4251-2.15,Int64
4252-0.0,Int64
4252-0.1,Int64
4252-0.2,Int64
4252-0.3,Int64
4252-0.4,Int64
4252-0.5,Int64
4252-0.6,Int64
4252-0.7,Int64
4252-0.8,Int64
4252-0.9,Int64
4252-0.10,Int64
4252-0.11,Int64
4252-0.12,Int64
4252-0.13,Int64
4252-0.14,Int64
4252-0.15,Int64
4252-1.0,Int64
4252-1.1,Int64
4252-1.2,Int64
4252-1.3,Int64
4252-1.4,Int64
4252-1.5,Int64
4252-1.6,Int64
4252-1.7,Int64
4252-1.8,Int64
4252-1.9,Int64
4252-1.10,Int64
4252-1.11,Int64
4252-1.12,Int64
4252-1.13,Int64
4252-1.14,Int64
4252-1.15,Int64
4252-2.0,Int64
4252-2.1,Int64
4252-2.2,Int64
4252-2.3,Int64
4252-2.4,Int64
4252-2.5,Int64
4252-2.6,Int64
4252-2.7,Int64
4252-2.8,Int64
4252-2.9,Int64
4252-2.10,Int64
4252-2.11,Int64
4252-2.12,Int64
4252-2.13,Int64
4252-2.14,Int64
4252-2.15,Int64
4253-0.0,Int64
4253-0.1,Int64
4253-0.2,Int64
4253-0.3,Int64
4253-0.4,Int64
4253-0.5,Int64
4253-0.6,Int64
4253-0.7,Int64
4253-0.8,Int64
4253-0.9,Int64
4253-0.10,Int64
4253-0.11,Int64
4253-0.12,Int64
4253-0.13,Int64
4253-0.14,Int64
4253-0.15,Int64
4253-1.0,Int64
4253-1.1,Int64
4253-1.2,Int64
4253-1.3,Int64
4253-1.4,Int64
4253-1.5,Int64
4253-1.6,Int64
4253-1.7,Int64
4253-1.8,Int64
4253-1.9,Int64
4253-1.10,Int64
4253-1.11,Int64
4253-1.12,Int64
4253-1.13,Int64
4253-1.14,Int64
4253-1.15,Int64
4253-2.0,Int64
4253-2.1,Int64
4253-2.2,Int64
